,brand,model,biz30day,total_sold_price,submarket,target_score,sku
202,meichen/美星晨,010 800W 220V～ 50HZ,451.0,67199.0,{'6': '智能'},"{'功能': {'功率': 2.0, '果汁': 3.0, '榨汁': 1.0, '电路': 1.0, '绞肉': -1.0, '虾皮': 0.0, '豆汁': 1.0, '豆浆': 4.0, '转速': 4.0, '辅食': 1.0, '榨汁机': 2.0, '苹果汁': 1.0, '菠萝汁': 1.0}, '服务': {'包装': 12.0, '卖家': 2.0, '好评': 2.0, '客服': 1.0, '态度': 10.0, '换货': 1.0, '包装盒': 1.0, '外包装': -1.0, '服务态度': 13.0}, '款式': {'塑料': -1.0, '按键': 1.0, '样式': 1.0, '款式': 2.0, '很漂亮': 1.0}, '质量': {'吵得': -1.0, '嗓音': 1.0, '噪声': 1.0, '噪音': 1.0, '声音': 36.0, '挺好': 6.0, '盖子': 1.0, '质量': 43.0, '实用性': 3.0, '电源线': -1.0}}","{'产品功能': '榨汁 切菜 碎冰 干磨 搅拌 制奶昔 混合', '适用人数': '4-5人', '颜色分类': '小怪兽料理机【现货速发】 小怪兽料理机【顺丰现货速发】 小怪兽原装随身杯（含杯盖） 小怪兽料理机+多送一个杯子 料理机【团购500个起】'}"
203,midea/美的, MJ-Power701,151.0,304069.0,{'3': '全自动'},,"{'产品功能': '绞肉 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '4-5人', '颜色分类': 'Power701【顺丰】【双杯】 Power702【顺丰】【双杯】 Power703【顺丰】【双杯】 注意！请配合破壁机拍下 WBL1021S【顺丰】【单杯】 WBL1022S【顺丰】【单杯】'}"
204,mekka/麦嘉,MJ2050,232.0,55216.0,"{'4': '婴儿辅食', '5': '小容量', '7': '手持'}","{'功能': {'绞肉': 2.0, '辅食': 2.0, '功能性': 1.0, '土豆泥': 1.0, '胡萝卜': -1.0, '苹果泥': 2.0, '蔬菜汁': 1.0, '实用功能': 1.0}, '服务': {'包装': 6.0, '客服': 3.0, '态度': 4.0, '有问必答': 1.0, '服务态度': 2.0}, '款式': {'手感': 2.0, '按键': -1.0}, '质量': {'声音': 1.0, '质量': 8.0, '使用寿命': 1.0}}","{'产品功能': '榨汁 切菜 绞肉 碎冰 搅拌 打蛋 制奶昔 混合 绞肉', '适用人数': '5人及以上', '颜色分类': '升级款破壁搅拌机【不细腻包退】'}"
205,midea/美的, MJ-WBL1008Q,26.0,17288.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'豆浆': 1.0}, '服务': {'买家': 1.0}}","{'产品功能': '豆浆 婴儿糊、果蔬、绵粥、 浓汤、加热、电动 清洗', '适用人数': '4-5人', '颜色分类': 'MJ-WBL1008Q MJ-WBL1008Q+不锈钢研磨杯 MJ-BL10S11 MJ-BL10S11+不锈钢研磨杯'}"
206,mekka/麦嘉,MJ2240,1063.0,221104.0,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'功率': 1.0, '南瓜': 2.0, '土豆': 1.0, '效率': 1.0, '木瓜': 1.0, '果汁': 1.0, '果蔬': 1.0, '榨汁': 1.0, '橙子': 1.0, '用途': 1.0, '米糊': 4.0, '紫薯': 1.0, '绞碎': 1.0, '绞肉': 3.0, '肉松': 1.0, '肉馅': 2.0, '芝麻': 0.0, '苹果': 2.0, '蔬菜': 1.0, '转速': 1.0, '辅食': 23.0, '食物': 14.0, '香蕉': 2.0, '发动机': 0.0, '土豆泥': 7.0, '很给力': 2.0, '打蛋器': -1.0, '打鸡蛋': -1.0, '胡萝卜': 2.0, '苹果泥': 14.0, '草莓汁': 2.0, '蔬菜泥': 5.0, '西瓜汁': 1.0, '香蕉泥': 3.0}, '服务': {'包装': 41.0, '卖家': 6.0, '好评': 2.0, '客服': 13.0, '店家': 2.0, '态度': 29.0, '果泥': 11.0, '赠品': 1.0, '产品包装': 1.0, '售后服务': 1.0, '服务态度': 18.0}, '款式': {'手感': 2.0, '样式': 1.0, '神器': 2.0, '颜值': 1.0, '高大尚': 1.0}, '质量': {'刀头': 1.0, '发烫': 1.0, '噪音': 2.0, '声音': 8.0, '实物': 1.0, '工艺': 1.0, '异味': -1.0, '性能': 1.0, '成品': 1.0, '打泡': 1.0, '挺好': 14.0, '肚子': 2.0, '质量': 42.0, '不锈钢': -1.0, '好评率': 0.0}}","{'产品功能': '榨汁 绞肉 碎冰 搅拌 打蛋 制奶昔 混合 绞肉 切丝 切片', '适用人数': '5人及以上', '颜色分类': '红色'}"
207,midea/美的, BL25B26,263.0,32875.0,"{'4': '婴儿辅食', '5': '小容量'}",,"{'产品功能': '榨汁 绞肉 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '4-5人', '颜色分类': 'BL25B36【普通快递】三杯 BL25B26【普通快递】双杯 WBL2531H【普通快递】三杯'}"
208,midea/美的, MJ-BL1206A,62.0,102658.2,{'3': '全自动'},"{'功能': {'果汁': 1.0, '豆浆': 2.0, '食材': 1.0, '蔬菜汁': 1.0}, '服务': {'买家': 1.0, '包装': 1.0, '卖家': 1.0, '客服': 1.0, '店主': 1.0, '态度': 1.0, '服务态度': 1.0}, '质量': {'商品': 1.0, '噪音': 1.0, '声音': -1.0, '质量': 1.0, '黄豆': 0.0}}","{'产品功能': '婴儿糊、玉米汁、罗宋汤、芝麻糊、冰沙、浓豆浆、杂粮粥\xa0榨汁', '适用人数': '4-5人', '颜色分类': '灰色'}"
209,midea/美的, MJ-BL12K31,90.0,155070.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'米糊': 1.0, '豆浆': 2.0}, '服务': {'包装': 2.0, '客户': 1.0, '客服': 2.0, '态度': 1.0, '服务态度': 1.0}, '质量': {'声音': 1.0, '质量': 1.0}}","{'产品功能': '婴儿糊、玉米汁、罗宋汤、杂粮粥、绿豆沙、浓汤、瘦肉粥\xa0榨汁\xa0制奶昔', '适用人数': '4-5人', '颜色分类': 'BL12K31 BL12K31加精磨杯'}"
210,midea/美的, MJ-BL25B12,1.0,129.0,{'4': '婴儿辅食'},,"{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 绞肉', '适用人数': '1-3人', '颜色分类': 'BL25B12【顺丰速运】 BL25B12【普通快递】'}"
211,midea/美的, MJ-BL25B2,1568.0,159179.28,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'出汁': 1.0, '功率': 5.0, '小米': 0.0, '效率': 2.0, '果汁': 27.0, '果肉': 1.0, '果酱': 2.0, '榨汁': 20.0, '水果': 1.0, '渣渣': 3.0, '瓜果': 1.0, '用途': 2.0, '百合': 3.0, '石竹': 1.0, '碎冰': 1.0, '米粉': 1.0, '米糊': 2.0, '红薯': 1.0, '绞肉': 3.0, '芍药': 3.0, '芝麻': 0.0, '苹果': 1.0, '蒜汁': 1.0, '蒜蓉': 1.0, '订单': -2.0, '豆浆': 5.0, '转速': 1.0, '辅食': 1.0, '食物': 1.0, '很给力': 1.0, '榨汁机': 24.0, '水果汁': 1.0, '胡萝卜': -1.0, '苹果梨': -1.0, '苹果汁': 4.0, '苹果泥': 1.0, '蔬菜汁': 1.0, '西瓜汁': 1.0, '西瓜籽': -1.0, '辣椒面': 1.0, '过滤网': 1.0, '速度快': 1.0}, '服务': {'五星': 1.0, '亲们': 1.0, '信誉': 1.0, '包装': 90.0, '包裹': -1.0, '包邮': 1.0, '卖家': 12.0, '发票': 0.0, '好评': 1.0, '客户': 1.0, '客服': 38.0, '差评': -1.0, '店主': 0.0, '店家': 3.0, '态度': 53.0, '睡莲': 2.0, '苏宁': 1.0, '诚意': -1.0, '赠品': -1.0, '铃兰': 1.0, '包装盒': 1.0, '实体店': 2.0, '说明书': 1.0, '服务态度': 42.0}, '款式': {'分量': 1.0, '塑料': 2.0, '外形': 2.0, '够大': 1.0, '大小': 7.0, '机身': -1.0, '杯座': 1.0, '样式': 2.0, '款式': 1.0, '很漂亮': 3.0, '第一印象': 1.0, '美观大方': 3.0}, '质量': {'刀头': 2.0, '吸盘': 7.0, '商品': 4.0, '嗓音': 1.0, '噪声': 0.0, '噪音': 14.0, '声音': 154.0, '实物': 5.0, '底座': -1.0, '很稳': 1.0, '挺好': 45.0, '损失': -1.0, '杂音': 1.0, '样品': 1.0, '滤网': -1.0, '燥音': 1.0, '物美': 1.0, '盖子': 2.0, '粗细': -1.0, '质量': 222.0, '吸附力': 1.0, '塑料味': 2.0, '好评率': 1.0, '实用性': -2.0, '朋友们': 1.0, '使用寿命': 1.0}}","{'产品功能': '榨汁\xa0绞肉\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '4-5人', '颜色分类': '蓝色'}"
212,midea/美的, MJ-BL80Y21,19.0,8768.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'果汁': 1.0, '豆浆': 1.0}, '服务': {'店家': 1.0, '态度': 1.0}, '质量': {'滋味': 1.0, '质量': 3.0}}","{'产品功能': '果蔬,五谷,研磨,冰沙,营养破壁,点动清洗 榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '5人及以上', '颜色分类': 'BL80Y21+普快 BL80Y21+顺丰'}"
213,midea/美的, MJ-LZ15Easy209,367.0,80373.0,"{'3': '全自动', '4': '婴儿辅食'}",,"{'产品功能': '榨汁\xa0切菜\xa0碎冰\xa0搅拌', '适用人数': '4-5人', '颜色分类': '白色'}"
214,midea/美的, MJ-PB80Easy210,2.0,2598.0,"{'3': '全自动', '4': '婴儿辅食'}",,"{'产品功能': '榨汁 干磨 搅拌 混合 绞肉 切丝 切片', '适用人数': '4-5人', '颜色分类': 'MJ-PB80Easy210+普快 MJ-PB80Easy210+顺丰 MJ-PB80Easy210 加不锈钢杯+普快 MJ-PB80Easy210 加不锈钢杯+顺丰'}"
215,midea/美的, MJ-WBL8005P,3.0,1622.2,"{'3': '全自动', '6': '智能'}",,"{'产品功能': '米糊,粥,豆浆,汤羹,果蔬汁 榨汁 搅拌 混合', '适用人数': '5人及以上', '颜色分类': 'WBL8005P【裸机单杯】+普通快递 WBL8005P【裸机单杯】+顺丰快递 WBL8005P【加购不锈钢杯】+普快 WBL8005P【加购不锈钢杯】+顺丰 BL80Y21【不带加热】+普快 BL80Y21【不带加热】+顺丰'}"
216,midea/美的, MJ-WBL2501A,674.0,143956.0,"{'3': '全自动', '5': '小容量'}","{'功能': {'便携': 1.0, '出汁': 1.0, '功率': 1.0, '果汁': 9.0, '果粒': 0.0, '榨汁': 7.0, '纤维': 0.0, '苹果': 1.0, '转速': 1.0, '果汁机': 1.0, '榨汁机': 7.0, '蔬菜汁': 1.0, '鲜果汁': 1.0}, '服务': {'包装': 17.0, '卖家': 1.0, '客服': 14.0, '态度': 10.0, '赠品': 1.0, '实体店': 1.0, '售后服务': 1.0, '服务态度': 9.0, '热情周到': 3.0}, '款式': {'塑料': -1.0, '外形': 1.0, '大小': 1.0, '颜值': 4.0}, '质量': {'刀头': 2.0, '噪音': 5.0, '声音': 17.0, '底盘': 1.0, '性能': 1.0, '成品': 1.0, '挺好': 7.0, '杯盖': -1.0, '橡胶': 1.0, '气味': 1.0, '焦味': 1.0, '质量': 33.0, '塑料味': 0.0, '实用性': 1.0, '密闭性': 1.0, '按钮开关': 1.0}}","{'产品功能': '榨汁\xa0搅拌\xa0打蛋\xa0制奶昔', '适用人数': '1-3人', '颜色分类': '灰色'}"
217,midea/美的, MJ-WBL2501B,9063.0,804526.0,"{'3': '全自动', '4': '婴儿辅食', '5': '小容量'}","{'功能': {'出汁': 1.0, '功率': 9.0, '地盘': 2.0, '搅碎': 0.0, '效率': 2.0, '果子': 1.0, '果汁': 118.0, '果肉': 4.0, '柠檬': 1.0, '梨子': 1.0, '梨汁': 2.0, '榨汁': 55.0, '橙汁': 2.0, '水果': 16.0, '水温': 1.0, '渣渣': 1.0, '满杯': -1.0, '燕麦': 0.0, '玉米': -1.0, '用途': 2.0, '百合': 1.0, '破壁': 1.0, '筛网': 1.0, '简介': 1.0, '米浆': 1.0, '米糊': 8.0, '糊状': 1.0, '细粉': -1.0, '绞肉': -4.0, '肉馅': 1.0, '芍药': 3.0, '花生': 3.0, '苹果': 6.0, '菠萝': 1.0, '蒜泥': 1.0, '蔬果': 1.0, '虾皮': 0.0, '西瓜': 3.0, '豆沙': 1.0, '豆浆': 15.0, '转速': 2.0, '辅食': 8.0, '面膜': 1.0, '食材': 2.0, '食物': 3.0, '饮料': 1.0, '饺子': 0.0, '香蕉': 0.0, '黄瓜': 3.0, '不方便': 0.0, '凤梨汁': 1.0, '哈密瓜': 1.0, '山楂糕': 1.0, '很给力': 13.0, '果汁机': 10.0, '椰子汁': 1.0, '榨汁机': 86.0, '水果机': 1.0, '水果汁': 6.0, '水蜜桃': 1.0, '猪肉馅': 2.0, '番茄汁': 1.0, '红萝卜': 0.0, '绞肉机': 1.0, '绿豆沙': 1.0, '胡萝卜': 0.0, '芒果汁': 2.0, '芹菜汁': 1.0, '苹果梨': -1.0, '苹果汁': 10.0, '苹果泥': 7.0, '草莓汁': 1.0, '蔬果汁': 2.0, '蔬菜汁': 7.0, '西瓜汁': 7.0, '西瓜籽': 1.0, '西红柿': 1.0, '西蓝花': 1.0, '豆浆渣': 1.0, '过滤器': 1.0, '过滤网': -2.0, '速度快': 7.0, '香蕉泥': 2.0, '鲜果汁': 1.0, '黄瓜汁': 5.0, '省时省力': 1.0, '胡萝卜汁': 2.0, '蔬菜水果': 1.0}, '服务': {'买家': 1.0, '五星': 3.0, '亲们': 3.0, '信誉': 2.0, '包换': 1.0, '包装': 178.0, '包裹': 2.0, '卖家': 43.0, '天猫': 1.0, '好评': 129.0, '妹子': 1.0, '客户': 2.0, '客服': 106.0, '差评': -2.0, '店主': 0.0, '店家': 9.0, '店铺': 1.0, '态度': 157.0, '果泥': 6.0, '橙橙': 1.0, '盒子': -1.0, '睡莲': 1.0, '简心': 2.0, '箱子': -1.0, '纸箱': -1.0, '赠品': 1.0, '配货': 1.0, '外包装': 2.0, '实体店': 3.0, '老客户': 2.0, '说明书': 1.0, '产品包装': 1.0, '售后服务': 6.0, '服务态度': 170.0, '问题解答': 1.0}, '款式': {'体型': 1.0, '体积': 1.0, '分量': 1.0, '塑料': 3.0, '外型': 4.0, '外形': 14.0, '外表': 3.0, '够大': 1.0, '大小': 23.0, '容积': 2.0, '手感': 1.0, '按键': 1.0, '机身': 1.0, '杏色': 4.0, '杯底': 1.0, '样式': 5.0, '档位': 1.0, '款式': 15.0, '神器': 0.0, '粉色': 1.0, '美感': 1.0, '色差': -1.0, '颜值': 6.0, '颜色': 74.0, '风格': 0.0, '体积小': 1.0, '容量大': 2.0, '很漂亮': 9.0, '淡绿色': 1.0, '外观设计': 2.0, '美观大方': 2.0}, '质量': {'刀头': 2.0, '刀子': 0.0, '吸盘': 25.0, '商品': 20.0, '嗓音': 0.0, '噪声': 6.0, '噪音': 114.0, '声响': 3.0, '声音': 1074.0, '好货': -1.0, '实力': 0.0, '实物': 9.0, '寿命': -1.0, '小块': 1.0, '底座': 4.0, '底盘': 1.0, '开关': 2.0, '很响': 1.0, '很稳': 2.0, '性能': 2.0, '成品': 1.0, '把手': -1.0, '挺好': 237.0, '料子': 2.0, '杂音': 6.0, '气味': -1.0, '洗盘': 3.0, '浮沫': 1.0, '液体': -1.0, '滤网': 0.0, '烂货': -1.0, '焦味': 0.0, '燥音': 0.0, '物美': 4.0, '用料': 1.0, '电压': -1.0, '电线': 1.0, '盖子': -3.0, '磨碎': 1.0, '耐脏': 1.0, '裂纹': 1.0, '质量': 655.0, '软绵': 0.0, '塑料件': -1.0, '塑料味': -4.0, '塑料杯': 0.0, '大清洗': 2.0, '实用性': 4.0, '朋友们': 3.0, '清洗液': 2.0, '稳定性': 3.0, '轰炸机': 1.0, '颗粒物': 1.0, '使用寿命': 2.0}}","{'产品功能': '豆浆,婴儿辅食,DIY面膜,奶昔,料理\xa0榨汁\xa0碎冰\xa0搅拌', '适用人数': '1-3人', '颜色分类': 'WBL2501B WBL25B36'}"
218,midea/美的, MJ-WBL2501C,3.0,356.4,"{'3': '全自动', '5': '小容量'}",,"{'产品功能': '水果奶昔、豆浆、果汁、辅食、绞肉、磨粉', '适用人数': '1-3人', '颜色分类': '黑色'}"
219,midea/美的, PB80Easy210,2140.0,2140.0,"{'3': '全自动', '4': '婴儿辅食'}",,"{'产品功能': '榨汁\xa0切菜\xa0搅拌\xa0打蛋\xa0混合\xa0绞肉\xa0切丝 切片', '适用人数': '4-5人', '颜色分类': '黑色'}"
220,midea/美的, MJ-WBL2521H,294.0,30286.0,"{'4': '婴儿辅食', '5': '小容量'}","{'功能': {'一块': 1.0, '出汁': 1.0, '功率': 5.0, '图案': 1.0, '大米': 1.0, '果汁': 45.0, '果肉': 2.0, '核桃': -1.0, '榨汁': 25.0, '橙子': 1.0, '水果': 0.0, '渣渣': 1.0, '瓜籽': 0.0, '用途': 3.0, '米糊': 2.0, '绞肉': -3.0, '肉末': -1.0, '芝麻': 1.0, '苹果': 3.0, '虾皮': 0.0, '豆子': 1.0, '豆浆': 5.0, '豆渣': 0.0, '豆酱': 1.0, '辅食': 1.0, '香蕉': 1.0, '很给力': 9.0, '果汁机': 6.0, '榨汁机': 36.0, '水果汁': -1.0, '红豆汤': 1.0, '绞肉机': 0.0, '胡萝卜': -1.0, '苹果汁': 1.0, '菠萝汁': 1.0, '蔬菜汁': 1.0, '西瓜汁': 3.0, '辣椒面': 1.0, '过滤器': 0.0, '过滤网': 1.0, '速度快': 4.0, '黑芝麻': 1.0, '胡萝卜汁': 1.0}, '服务': {'亲们': 1.0, '包装': 85.0, '卖家': 6.0, '好评': 36.0, '客服': 47.0, '店主': 1.0, '店家': 8.0, '态度': 48.0, '果泥': 1.0, '淘宝': 1.0, '睡莲': 1.0, '箱子': -3.0, '芭比': 1.0, '保修卡': 1.0, '外包装': 3.0, '服务业': 1.0, '说明书': 1.0, '售后服务': 1.0, '有问必答': 3.0, '服务态度': 39.0}, '款式': {'塑料': 1.0, '外型': 2.0, '外形': 17.0, '外表': 5.0, '大小': 7.0, '容积': 1.0, '形状': 1.0, '手感': 5.0, '按键': 2.0, '机身': 1.0, '样式': 8.0, '款型': 1.0, '款式': 15.0, '粉色': 13.0, '蓝色': 3.0, '颜值': 23.0, '颜色': 85.0, '光泽度': 1.0, '很漂亮': 45.0, '粉红色': 3.0, '外观设计': 2.0, '美观大方': 2.0}, '质量': {'刀头': 1.0, '压着': -2.0, '吸盘': 7.0, '商品': 3.0, '噪声': 1.0, '噪音': 34.0, '声音': 287.0, '好呀': 2.0, '实力': -1.0, '实物': 5.0, '底座': 3.0, '开关': 4.0, '性能': 4.0, '把手': 2.0, '挺好': 65.0, '杂音': 0.0, '杯盖': 2.0, '气味': 3.0, '浓度': 1.0, '滤网': -1.0, '灰尘': 2.0, '燥音': 0.0, '物件': 1.0, '物美': 1.0, '盖子': 1.0, '硬度': 1.0, '罐子': -1.0, '质量': 227.0, '退钱': -1.0, '零件': -1.0, '齿轮': -1.0, '塑料味': 3.0, '实用性': 1.0, '新鲜感': -1.0, '电源线': 2.0, '马力足': 1.0}}","{'产品功能': '榨汁\xa0切菜\xa0绞肉\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '1-3人', '颜色分类': '红色'}"
221,midea/美的, WBL1022S,38.0,39372.0,"{'3': '全自动', '4': '婴儿辅食'}",,"{'产品功能': '绞肉 碎冰 搅拌 制奶昔 混合', '适用人数': '4-5人', '颜色分类': 'WBL1021S【顺丰】 WBL1022S【顺丰】 WBL1022S【送研磨杯】'}"
222,midea/美的, MJ-WBL2531H,126.0,16584.0,{'4': '婴儿辅食'},"{'服务': {'客服': 2.0}, '款式': {'颜色': 2.0}, '质量': {'声音': 1.0}}","{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '5人及以上', '颜色分类': '蓝色'}"
223,midea/美的, WBL2531H,2782.0,348845.5,"{'2': '大容量', '4': '婴儿辅食', '7': '手持'}","{'功能': {'一块': 1.0, '丸子': 1.0, '冰糖': 1.0, '出汁': 3.0, '功率': 3.0, '咸菜': 1.0, '图案': 0.0, '大米': 0.0, '小米': 0.0, '干粉': 1.0, '搅碎': 2.0, '效率': 1.0, '果汁': 79.0, '果肉': 5.0, '果酱': 1.0, '梨子': 1.0, '榨汁': 53.0, '橙子': 1.0, '橙汁': -1.0, '水果': 3.0, '渣渣': 1.0, '煮得': -1.0, '用途': 4.0, '碎肉': 1.0, '米糊': 6.0, '粗粮': 0.0, '紫薯': 0.0, '绞肉': 26.0, '肉末': 1.0, '肉松': 1.0, '肉馅': 6.0, '芝麻': 2.0, '苹果': -1.0, '茯苓': 0.0, '菜汁': 1.0, '蔬菜': 2.0, '西瓜': 1.0, '设备': 1.0, '豆浆': 17.0, '豆渣': 3.0, '豆类': 1.0, '转数': 0.0, '转速': 4.0, '辅食': 6.0, '雪梨': 1.0, '食材': 0.0, '食物': 2.0, '饭菜': 3.0, '饺子': 1.0, '香蕉': 1.0, '不方便': 1.0, '八宝粥': 0.0, '切水果': -1.0, '土豆泥': 1.0, '很给力': 6.0, '果汁机': 4.0, '榨汁机': 52.0, '橘子汁': 1.0, '水果汁': 4.0, '番茄汁': 1.0, '研磨机': 1.0, '绞肉机': 2.0, '胡萝卜': -1.0, '芒果汁': 1.0, '花生米': 2.0, '苹果汁': 16.0, '苹果泥': 3.0, '葡萄汁': 1.0, '西兰花': 1.0, '西瓜汁': 6.0, '西红柿': 1.0, '辣椒面': 2.0, '过滤器': -1.0, '过滤网': 1.0, '速度快': 10.0, '一段时间': 1.0, '工作效率': 2.0, '胡萝卜汁': 1.0, '过滤出来': -1.0}, '服务': {'亲们': 4.0, '包装': 165.0, '卖家': 19.0, '好评': 47.0, '客户': 4.0, '客服': 70.0, '店家': 7.0, '态度': 117.0, '换货': -1.0, '果泥': 11.0, '淘宝': 2.0, '箱子': -2.0, '包装箱': 2.0, '实体店': 1.0, '老客户': -1.0, '说明书': 2.0, '售后服务': 1.0, '有问必答': 1.0, '服务态度': 128.0, '服务水平': 1.0, '问题解答': 1.0}, '款式': {'分量': 1.0, '塑料': 0.0, '外型': 3.0, '外形': 27.0, '外表': 2.0, '外貌': 1.0, '大小': 5.0, '容积': 1.0, '手感': 5.0, '按键': -2.0, '机身': 3.0, '样式': 9.0, '款式': 21.0, '色差': 1.0, '色彩': 1.0, '蓝色': 5.0, '颜值': 46.0, '颜色': 218.0, '外观美': 2.0, '容量大': 2.0, '很漂亮': 55.0, '淡蓝色': 1.0, '高大尚': 1.0, '外观设计': 4.0}, '质量': {'刀头': 4.0, '刀子': 1.0, '吸盘': 10.0, '商品': 1.0, '噪声': 1.0, '噪音': 57.0, '声响': 0.0, '声音': 694.0, '太吵': 1.0, '奇葩': 1.0, '好货': 1.0, '实物': 5.0, '工艺': 2.0, '底座': 4.0, '底盘': 1.0, '开关': 5.0, '强度': -1.0, '很响': 1.0, '很稳': 1.0, '性能': 4.0, '挺好': 127.0, '操音': -1.0, '料子': 1.0, '杂音': 2.0, '标识': 1.0, '样品': 1.0, '次品': 1.0, '毛巾': 1.0, '气味': -2.0, '浓度': -1.0, '滤网': 0.0, '物美': 5.0, '环保': 1.0, '用料': 1.0, '电源': 1.0, '电线': -1.0, '皮圈': 1.0, '盖子': -1.0, '粗细': -2.0, '细点': 1.0, '罐子': 1.0, '自然': 1.0, '质量': 397.0, '退掉': 1.0, '零件': -1.0, '塑料味': 0.0, '实用性': 5.0, '密封圈': -1.0, '电源线': 1.0, '稳定性': 3.0, '谢谢你': 1.0, '退换货': -1.0, '完好无缺': 1.0, '质量上乘': 2.0}}","{'产品功能': '水果奶昔、豆浆、果汁、辅食、绞肉、磨粉', '适用人数': '2-3人', '颜色分类': 'WBL2531H【普通快递】 WBL2531H【顺丰速运】'}"
224,midea/美的, WBL25B36,79.0,8407.6,{'4': '婴儿辅食'},"{'功能': {'果汁': 1.0, '水果': 1.0, '效率高': 1.0, '苹果泥': 1.0}, '服务': {'包装': 2.0, '态度': 2.0}, '款式': {'颜色': 1.0}, '质量': {'声音': 1.0, '挺好': 1.0, '质量': 2.0}}","{'产品功能': '果汁、绞肉、辅食、磨粉、奶昔、豆浆、棒冰、冰沙', '适用人数': '2-3人', '颜色分类': '蓝色'}"
225,midea/美的, 美的破壁机,364.0,233676.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'功率': 1.0, '果汁': 0.0, '米糊': 1.0, '豆浆': 5.0, '速度快': 1.0}, '服务': {'包装': 3.0, '卖家': 0.0, '好评': 1.0, '客服': 1.0, '态度': 1.0}, '款式': {'杯底': 1.0, '金额': 1.0, '高大尚': -1.0, '外观设计': 1.0}, '质量': {'噪声': 1.0, '噪音': -1.0, '声音': 9.0, '太吵': -1.0, '挺好': 2.0, '玻璃': 1.0, '级别': -1.0, '质量': 2.0}}","{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '5人及以上', '颜色分类': '红色'}"
226,milate/美莱特,MS-1,261.0,51939.0,"{'3': '全自动', '5': '小容量'}","{'功能': {'奶茶': 1.0, '赖用': 1.0, '转速': 1.0}, '服务': {'包装': 3.0, '卖家': 1.0, '客服': 2.0, '态度': 2.0, '售后服务': 1.0, '服务态度': 3.0}, '款式': {'很漂亮': 1.0}, '质量': {'噪音': 1.0, '声音': -1.0, '开关': 1.0, '挺好': 2.0, '质量': 10.0}}","{'产品功能': '搅拌 制奶昔 混合', '适用人数': '1-3人', '颜色分类': '开发票MQ300 开发票MQ325'}"
227,minimei,MM-201,27.0,2943.0,{'4': '婴儿辅食'},"{'功能': {'早饭': 1.0, '果汁': 3.0, '果肉': 1.0, '梨汁': 1.0, '榨汁': 6.0, '橙子': 1.0, '水果': 1.0, '果汁机': 1.0, '榨汁机': 6.0}, '服务': {'亲们': 1.0, '包装': 9.0, '卖家': 5.0, '客服': 2.0, '态度': 3.0, '换货': 1.0, '店主人': 1.0, '服务态度': 3.0}, '款式': {'白色': 2.0, '颜值': 1.0, '颜色': 7.0, '外观设计': 1.0, '美观大方': 1.0}, '质量': {'刀头': 1.0, '声音': -2.0, '实物': 1.0, '挺好': 2.0, '玻璃': 3.0, '用料': 1.0, '质量': 23.0, '塑料杯': 2.0, '密闭性': 1.0}}","{'产品功能': '榨汁 碎冰 干磨 搅拌 制奶昔 混合', '适用人数': '1-3人', '颜色分类': '绿色'}"
228,murenking/牧人王,H19,1.0,199.0,{'7': '手持'},"{'功能': {'功率': 0.0, '打蛋': 1.0}, '质量': {'噪音': 1.0, '声音': 1.0, '质量': 1.0}}","{'产品功能': '榨汁\xa0切菜\xa0绞肉\xa0碎冰\xa0搅拌\xa0打蛋\xa0制奶昔\xa0绞肉', '适用人数': '5人及以上', '颜色分类': '红色'}"
